Jahr;Todesursache;Geschlecht;Anzahl
1994;Krankheiten der Niere;weiblich;4663
1994;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1994;Schwangerschaft, Geburt und Wochenbett;weiblich;40
1994;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;1034
1994;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;711
1994;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1170
1994;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;1030
1994;Angeborene Fehlbildungen des Nervensystems;maennlich;158
1994;Angeborene Fehlbildungen des Nervensystems;weiblich;157
1994;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;512
1994;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;413
1994;Symptome und abnorme klinische und Laborbefunde;maennlich;10063
1994;Symptome und abnorme klinische und Laborbefunde;weiblich;11836
1994;Ploetzlicher Kindstod;maennlich;439
1994;Ploetzlicher Kindstod;weiblich;308
1994;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;7676
1994;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;5895
1994;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;25687
1994;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;15233
1994;Unfaelle einschliesslich Spaetfolgen;maennlich;14456
1994;Unfaelle einschliesslich Spaetfolgen;weiblich;10666
1994;Transportmittelunfaelle;maennlich;7430
1994;Transportmittelunfaelle;weiblich;2642
1994;Stuerze;maennlich;3959
1994;Stuerze;weiblich;6553
1994;Ertrinken und Untergehen;maennlich;572
1994;Ertrinken und Untergehen;weiblich;203
1994;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;350
1994;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;246
1994;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;177
1994;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;103
1994;Vorsaetzliche Selbstbeschaedigung;maennlich;9130
1994;Vorsaetzliche Selbstbeschaedigung;weiblich;3588
1994;Taetlicher Angriff;maennlich;581
1994;Taetlicher Angriff;weiblich;373
1994;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1500
1994;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;606
1994;Insgesamt;maennlich;409375
1994;Insgesamt;weiblich;475286
1995;Bestimmte infektioese und parasitaere Krankheiten;maennlich;4631
1995;Bestimmte infektioese und parasitaere Krankheiten;weiblich;3498
1995;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;593
1995;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;342
1995;Meningokokkeninfektion;maennlich;30
1995;Meningokokkeninfektion;weiblich;33
1995;Virushepatitis;maennlich;161
1995;Virushepatitis;weiblich;122
1995;HIV-Krankheit;maennlich;1750
1995;HIV-Krankheit;weiblich;295
1995;Neubildungen;maennlich;110731
1995;Neubildungen;weiblich;107866
1995;Boesartige Neubildungen (BN);maennlich;108334
1995;Boesartige Neubildungen (BN);weiblich;104579
1995;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3697
1995;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;987
1995;BN des Oesophagus;maennlich;3123
1995;BN des Oesophagus;weiblich;950
1995;BN des Magens;maennlich;7887
1995;BN des Magens;weiblich;7502
1995;BN des Dickdarms;maennlich;8955
1995;BN des Dickdarms;weiblich;12277
1995;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4400
1995;BN des Rektums, des Anus und am Rektosigmoid;weiblich;4689
1995;BN der Leber, der Gallenwege und des Pankreas;maennlich;9442
1995;BN der Leber, der Gallenwege und des Pankreas;weiblich;11549
1995;BN der Leber und der intrahepatischen Gallengaenge;maennlich;2928
1995;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1967
1995;BN des Pankreas;maennlich;5132
1995;BN des Pankreas;weiblich;6017
1995;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30454
1995;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;8481
1995;BN der Bronchien und der Lunge;maennlich;28812
1995;BN der Bronchien und der Lunge;weiblich;8238
1995;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1272
1995;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1213
1995;Boesartiges Melanom der Haut;maennlich;1050
1995;Boesartiges Melanom der Haut;weiblich;979
1995;BN der Brustdruese;maennlich;133
1995;BN der Brustdruese;weiblich;18674
1995;BN der Genital- und Harnorgane;maennlich;20296
1995;BN der Genital- und Harnorgane;weiblich;17662
1995;BN der Cervix uteri;maennlich;NA
1995;BN der Cervix uteri;weiblich;2207
1995;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1995;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2939
1995;BN des Ovars;maennlich;NA
1995;BN des Ovars;weiblich;6113
1995;BN der Prostata;maennlich;11868
1995;BN der Prostata;weiblich;NA
1995;BN der Niere, ausgenommen Nierenbecken;maennlich;3146
1995;BN der Niere, ausgenommen Nierenbecken;weiblich;2323
1995;BN der Harnblase;maennlich;4215
1995;BN der Harnblase;weiblich;2229
1995;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;7427
1995;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;7741
1995;Leukaemie;maennlich;3223
1995;Leukaemie;weiblich;3325
1995;Gutartige Neubildungen;maennlich;145
1995;Gutartige Neubildungen;weiblich;232
1995;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;694
1995;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;990
1995;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;9185
1995;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;17066
1995;Diabetes mellitus;maennlich;8000
1995;Diabetes mellitus;weiblich;15328
1995;Psychische und Verhaltensstoerungen;maennlich;7037
1995;Psychische und Verhaltensstoerungen;weiblich;4346
1995;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4571
1995;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1221
1995;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;1239
1995;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;303
1995;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;6750
1995;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;7925
1995;Meningitis;maennlich;121
1995;Meningitis;weiblich;144
1995;Krankheiten des Kreislaufsystems;maennlich;178495
1995;Krankheiten des Kreislaufsystems;weiblich;250912
1995;Hypertonie (Hochdruckkrankheit);maennlich;4245
1995;Hypertonie (Hochdruckkrankheit);weiblich;9293
1995;Ischaemische Herzkrankheiten;maennlich;88107
1995;Ischaemische Herzkrankheiten;weiblich;95629
1995;Akuter oder rezidivierender Myokardinfarkt;maennlich;48918
1995;Akuter oder rezidivierender Myokardinfarkt;weiblich;38821
1995;Sonstige Formen der Herzkrankheit;maennlich;30635
1995;Sonstige Formen der Herzkrankheit;weiblich;51770
1995;Sonstige Krankheiten des Endokards;maennlich;2036
1995;Sonstige Krankheiten des Endokards;weiblich;3420
1995;Zerebrovaskulaere Krankheiten;maennlich;36228
1995;Zerebrovaskulaere Krankheiten;weiblich;64806
1995;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;20883
1995;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;39335
1995;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;10535
1995;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;16226
1995;Krankheiten des Atmungssystems;maennlich;29076
1995;Krankheiten des Atmungssystems;weiblich;24822
1995;Grippe;maennlich;133
1995;Grippe;weiblich;292
1995;Pneumonie;maennlich;7556
1995;Pneumonie;weiblich;10057
1995;Chronische Krankheiten der unteren Atemwege;maennlich;18423
1995;Chronische Krankheiten der unteren Atemwege;weiblich;11512
1995;Asthma;maennlich;2832
1995;Asthma;weiblich;2714
1995;COVID-19, Virus nachgewiesen;maennlich;NA
1995;COVID-19, Virus nachgewiesen;weiblich;NA
1995;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1995;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1995;Krankheiten des Verdauungssystems;maennlich;21747
1995;Krankheiten des Verdauungssystems;weiblich;20074
1995;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1611
1995;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1950
1995;Krankheiten der Leber;maennlich;13326
1995;Krankheiten der Leber;weiblich;7023
1995;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;12832
1995;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;6613
1995;Krankheiten der Haut und der Unterhaut;maennlich;166
1995;Krankheiten der Haut und der Unterhaut;weiblich;551
1995;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;618
1995;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1642
1995;Chronische Polyarthritis und Arthrose;maennlich;201
1995;Chronische Polyarthritis und Arthrose;weiblich;728
1995;Krankheiten des Urogenitalsystems;maennlich;4249
1995;Krankheiten des Urogenitalsystems;weiblich;5627
1995;Krankheiten der Niere;maennlich;3459
1995;Krankheiten der Niere;weiblich;4755
1995;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1995;Schwangerschaft, Geburt und Wochenbett;weiblich;41
1995;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;992
1995;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;744
1995;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1030
1995;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;960
1995;Angeborene Fehlbildungen des Nervensystems;maennlich;147
1995;Angeborene Fehlbildungen des Nervensystems;weiblich;122
1995;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;399
1995;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;391
1995;Symptome und abnorme klinische und Laborbefunde;maennlich;10583
1995;Symptome und abnorme klinische und Laborbefunde;weiblich;12173
1995;Ploetzlicher Kindstod;maennlich;455
1995;Ploetzlicher Kindstod;weiblich;296
1995;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;8111
1995;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;6010
1995;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;24679
1995;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;14688
1995;Unfaelle einschliesslich Spaetfolgen;maennlich;13656
1995;Unfaelle einschliesslich Spaetfolgen;weiblich;10162
1995;Transportmittelunfaelle;maennlich;6970
1995;Transportmittelunfaelle;weiblich;2604
1995;Stuerze;maennlich;3894
1995;Stuerze;weiblich;6158
1995;Ertrinken und Untergehen;maennlich;489
1995;Ertrinken und Untergehen;weiblich;191
1995;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;367
1995;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;247
1995;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;167
1995;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;71
1995;Vorsaetzliche Selbstbeschaedigung;maennlich;9222
1995;Vorsaetzliche Selbstbeschaedigung;weiblich;3666
1995;Taetlicher Angriff;maennlich;574
1995;Taetlicher Angriff;weiblich;352
1995;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1205
1995;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;508
1995;Insgesamt;maennlich;410663
1995;Insgesamt;weiblich;473925
1996;Bestimmte infektioese und parasitaere Krankheiten;maennlich;4457
1996;Bestimmte infektioese und parasitaere Krankheiten;weiblich;3761
1996;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;585
1996;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;310
1996;Meningokokkeninfektion;maennlich;30
1996;Meningokokkeninfektion;weiblich;46
1996;Virushepatitis;maennlich;204
1996;Virushepatitis;weiblich;179
1996;HIV-Krankheit;maennlich;1346
1996;HIV-Krankheit;weiblich;237
1996;Neubildungen;maennlich;111184
1996;Neubildungen;weiblich;107880
1996;Boesartige Neubildungen (BN);maennlich;108561
1996;Boesartige Neubildungen (BN);weiblich;104327
1996;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3789
1996;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;977
1996;BN des Oesophagus;maennlich;3183
1996;BN des Oesophagus;weiblich;959
1996;BN des Magens;maennlich;7827
1996;BN des Magens;weiblich;7417
1996;BN des Dickdarms;maennlich;9064
1996;BN des Dickdarms;weiblich;12098
1996;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4709
1996;BN des Rektums, des Anus und am Rektosigmoid;weiblich;4589
1996;BN der Leber, der Gallenwege und des Pankreas;maennlich;9400
1996;BN der Leber, der Gallenwege und des Pankreas;weiblich;11147
1996;BN der Leber und der intrahepatischen Gallengaenge;maennlich;2848
1996;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1801
1996;BN des Pankreas;maennlich;5135
1996;BN des Pankreas;weiblich;5940
1996;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;29853
1996;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;8622
1996;BN der Bronchien und der Lunge;maennlich;28290
1996;BN der Bronchien und der Lunge;weiblich;8397
1996;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1197
1996;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1230
1996;Boesartiges Melanom der Haut;maennlich;989
1996;Boesartiges Melanom der Haut;weiblich;1003
1996;BN der Brustdruese;maennlich;143
1996;BN der Brustdruese;weiblich;18876
1996;BN der Genital- und Harnorgane;maennlich;20459
1996;BN der Genital- und Harnorgane;weiblich;17717
1996;BN der Cervix uteri;maennlich;NA
1996;BN der Cervix uteri;weiblich;2154
1996;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1996;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;3109
1996;BN des Ovars;maennlich;NA
1996;BN des Ovars;weiblich;6132
1996;BN der Prostata;maennlich;11916
1996;BN der Prostata;weiblich;NA
1996;BN der Niere, ausgenommen Nierenbecken;maennlich;3089
1996;BN der Niere, ausgenommen Nierenbecken;weiblich;2271
1996;BN der Harnblase;maennlich;4268
1996;BN der Harnblase;weiblich;2222
1996;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;7625
1996;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;7802
1996;Leukaemie;maennlich;3321
1996;Leukaemie;weiblich;3289
1996;Gutartige Neubildungen;maennlich;133
1996;Gutartige Neubildungen;weiblich;227
1996;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;695
1996;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1047
1996;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;9806
1996;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;17168
1996;Diabetes mellitus;maennlich;8583
1996;Diabetes mellitus;weiblich;15357
1996;Psychische und Verhaltensstoerungen;maennlich;7170
1996;Psychische und Verhaltensstoerungen;weiblich;4595
1996;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4588
1996;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1206
1996;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;1302
1996;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;277
1996;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;7165
1996;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;8800
1996;Meningitis;maennlich;134
1996;Meningitis;weiblich;169
1996;Krankheiten des Kreislaufsystems;maennlich;175688
1996;Krankheiten des Kreislaufsystems;weiblich;250196
1996;Hypertonie (Hochdruckkrankheit);maennlich;4459
1996;Hypertonie (Hochdruckkrankheit);weiblich;9927
1996;Ischaemische Herzkrankheiten;maennlich;86404
1996;Ischaemische Herzkrankheiten;weiblich;94901
1996;Akuter oder rezidivierender Myokardinfarkt;maennlich;47341
1996;Akuter oder rezidivierender Myokardinfarkt;weiblich;37865
1996;Sonstige Formen der Herzkrankheit;maennlich;30453
1996;Sonstige Formen der Herzkrankheit;weiblich;52434
1996;Sonstige Krankheiten des Endokards;maennlich;1982
1996;Sonstige Krankheiten des Endokards;weiblich;3350
1996;Zerebrovaskulaere Krankheiten;maennlich;35537
1996;Zerebrovaskulaere Krankheiten;weiblich;63729
1996;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;20111
1996;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;38015
1996;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;10169
1996;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;16241
1996;Krankheiten des Atmungssystems;maennlich;28695
1996;Krankheiten des Atmungssystems;weiblich;25148
1996;Grippe;maennlich;129
1996;Grippe;weiblich;293
1996;Pneumonie;maennlich;7346
1996;Pneumonie;weiblich;10035
1996;Chronische Krankheiten der unteren Atemwege;maennlich;18088
1996;Chronische Krankheiten der unteren Atemwege;weiblich;11588
1996;Asthma;maennlich;2809
1996;Asthma;weiblich;2539
1996;COVID-19, Virus nachgewiesen;maennlich;NA
1996;COVID-19, Virus nachgewiesen;weiblich;NA
1996;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1996;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1996;Krankheiten des Verdauungssystems;maennlich;21681
1996;Krankheiten des Verdauungssystems;weiblich;20259
1996;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1578
1996;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;2082
1996;Krankheiten der Leber;maennlich;13189
1996;Krankheiten der Leber;weiblich;6911
1996;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;12723
1996;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;6479
1996;Krankheiten der Haut und der Unterhaut;maennlich;155
1996;Krankheiten der Haut und der Unterhaut;weiblich;501
1996;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;591
1996;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1610
1996;Chronische Polyarthritis und Arthrose;maennlich;176
1996;Chronische Polyarthritis und Arthrose;weiblich;728
1996;Krankheiten des Urogenitalsystems;maennlich;4146
1996;Krankheiten des Urogenitalsystems;weiblich;5393
1996;Krankheiten der Niere;maennlich;3345
1996;Krankheiten der Niere;weiblich;4523
1996;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1996;Schwangerschaft, Geburt und Wochenbett;weiblich;51
1996;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;929
1996;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;696
1996;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1104
1996;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;902
1996;Angeborene Fehlbildungen des Nervensystems;maennlich;123
1996;Angeborene Fehlbildungen des Nervensystems;weiblich;116
1996;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;440
1996;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;341
1996;Symptome und abnorme klinische und Laborbefunde;maennlich;10712
1996;Symptome und abnorme klinische und Laborbefunde;weiblich;12142
1996;Ploetzlicher Kindstod;maennlich;405
1996;Ploetzlicher Kindstod;weiblich;287
1996;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;8360
1996;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;6065
1996;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;23904
1996;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;14612
1996;Unfaelle einschliesslich Spaetfolgen;maennlich;13347
1996;Unfaelle einschliesslich Spaetfolgen;weiblich;10202
1996;Transportmittelunfaelle;maennlich;6549
1996;Transportmittelunfaelle;weiblich;2395
1996;Stuerze;maennlich;3953
1996;Stuerze;weiblich;6284
1996;Ertrinken und Untergehen;maennlich;373
1996;Ertrinken und Untergehen;weiblich;136
1996;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;412
1996;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;302
1996;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;169
1996;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;90
1996;Vorsaetzliche Selbstbeschaedigung;maennlich;8728
1996;Vorsaetzliche Selbstbeschaedigung;weiblich;3497
