"Name";"Trikotnummer";"Position";"Alter";"Groesse";"Gewicht"
"Preston Smith";91;"LB";29;195,58;120,20188
"Ty Summers";44;"LB";26;185,42;109,315672
"Quay Walker";7;"LB";22;193,04;108,86208
"Ray Wilborn";57;"LB";25;190,5;104,32616
"Jaire Alexander";23;"CB";25;177,8;88,904032
"Rasul Douglas";29;"CB";26;187,96;94,800728
"Kabion Ento";48;"CB";26;185,42;84,821704
"Shemar Jean-Charles";22;"CB";23;177,8;83,460928
"Keisean Nixon";22;"CB";24;177,8;90,7184
"Eric Stokes";21;"CB";23;182,88;87,996848
"Raleigh Texada";NA;"CB";NA;177,8;85,275296
"Kiondre Thomas";38;"CB";24;182,88;84,368112
"Adrian Amos";31;"S";29;182,88;97,068688
"Tariq Carpenter";NA;"S";NA;193,04;102,0582
"Shawn Davis";30;"S";23;180,34;91,625584
"Innis Gaines";38;"S";23;185,42;91,625584
"Darnell Savage";26;"S";24;180,34;89,811216
"Vernon Scott";36;"S";24;187,96;91,625584
"Mason Crosby";2;"PK";37;185,42;93,893544
"Dominik Eberle";NA;"PK";26;187,96;86,18248
"Pat O'Donnell";16;"P";31;193,04;101,151016
"Jack Coco";NA;"LS";NA;187,96;105,233344
"Steven Wirtel";46;"LS";24;193,04;103,418976
"Kirk Cousins";8;"QB";33;190,5;92,98636
"Sean Mannion";14;"QB";30;198,12;104,32616
"Kellen Mond";11;"QB";22;190,5;96,161504
"Nate Stanley";14;"QB";24;193,04;105,686936
"Ty Chandler";NA;"RB";24;182,88;95,25432
"Dalvin Cook";33;"RB";26;177,8;95,25432
"Bryant Koback";NA;"RB";NA;182,88;95,25432
"Alexander Mattison";25;"RB";23;180,34;97,52228
"Kene Nwangwu";26;"RB";24;185,42;95,25432
"Jake Bargas";34;"FB";25;187,96;111,13004
"C.J. Ham";30;"FB";28;180,34;113,398
"Dan Chisena";85;"WR";25;190,5;92,079176
"Thomas Hennigan";NA;"WR";23;185,42;95,25432
"Trishton Jackson";NA;"WR";24;185,42;86,636072
"Justin Jefferson";18;"WR";23;185,42;88,45044
"Bisi Johnson";81;"WR";25;182,88;95,25432
"Myron Mitchell";87;"WR";23;185,42;83,91452
"Jalen Nailor";NA;"WR";23;182,88;86,18248
"K.J. Osborn";17;"WR";24;180,34;92,079176
"Blake Proehl";13;"WR";23;185,42;86,18248
"Ihmir Smith-Marsette";15;"WR";22;185,42;83,91452
"Adam Thielen";19;"WR";31;187,96;90,7184
"Albert Wilson";NA;"WR";29;175,26;88,45044
"Zach Davidson";40;"TE";23;200,66;113,851592
"Ben Ellefson";82;"TE";25;190,5;113,398
"Johnny Mundt";82;"TE";27;193,04;105,686936
"Nick Muse";NA;"TE";NA;195,58;112,944408
"Irv Smith Jr";84;"TE";23;187,96;108,86208
"Garrett Bradbury";56;"C";26;190,5;136,0776
"Josh Sokol";NA;"C";NA;190,5;131,54168
"Ezra Cleveland";72;"G";24;198,12;141,520704
"Jesse Davis";NA;"G";30;198,12;144,242256
"Wyatt Davis";51;"G";23;193,04;142,88148
"Kyle Hinton";68;"G";24;187,96;142,88148
"Ed Ingram";NA;"G";23;190,5;142,88148
"Chris Reed";NA;"G";29;195,58;136,0776
"Austin Schlottmann";71;"G";26;198,12;136,0776
"Olisaemeka Udoh";74;"G";25;198,12;145,14944
"Blake Brandel";64;"OT";25;200,66;142,88148
"Christian Darrisaw";71;"OT";23;195,58;142,88148
"Vederian Lowe";NA;"OT";23;198,12;145,14944
"Brian O'Neill";75;"OT";26;200,66;140,61352
"Timon Parris";61;"OT";26;198,12;149,68536
"Danielle Hunter";99;"DE";27;195,58;119,294696
"Patrick Jones II";93;"DE";23;193,04;119,748288
"Esezi Otomewo";NA;"DE";NA;198,12;129,27372
"Janarius Robinson";95;"DE";24;195,58;117,026736
"Kenny Willekes";79;"DE";24;190,5;119,748288
"D.J. Wonnum";98;"DE";24;195,58;117,026736
"James Lynch";92;"DT";23;193,04;133,80964
"T.Y. McGill";91;"DT";29;182,88;133,356048
"Harrison Phillips";99;"DT";26;190,5;139,252744
"T.J. Smith";50;"DT";25;190,5;137,438376
"Tyarise Stevenson";NA;"DT";NA;190,5;159,210792
"Jullian Taylor";NA;"DT";27;195,58;138,34556
"Dalvin Tomlinson";94;"DT";28;190,5;147,4174
"Jaylen Twyman";76;"DT";22;187,96;129,27372
"Armon Watts";96;"DT";25;195,58;139,252744
"Brian Asamoah";NA;"LB";22;185,42;103,418976
"Ryan Connelly";57;"LB";26;187,96;106,140528
"Troy Dye";45;"LB";25;190,5;102,0582
"Jordan Hicks";NA;"LB";29;185,42;107,047712
"Eric Kendricks";54;"LB";30;182,88;105,233344
"William Kwenkeu";NA;"LB";NA;185,42;106,59412
"Blake Lynch";48;"LB";25;190,5;105,686936
"Zach McCloud";NA;"LB";NA;187,96;115,212368
"Za'Darius Smith";NA;"LB";29;193,04;123,377024
"Chazz Surratt";41;"LB";25;187,96;105,686936
"Luiji Vilain";NA;"LB";NA;193,04;114,305184
"Andrew Booth Jr";NA;"CB";21;182,88;90,7184
"Kris Boyd";29;"CB";25;180,34;88,45044
"Cameron Dantzler";27;"CB";23;187,96;86,18248
"Akayleb Evans";NA;"CB";NA;187,96;89,811216
"Nate Hairston";NA;"CB";27;182,88;83,91452
"Harrison Hand";20;"CB";23;180,34;83,91452
"Parry Nickerson";39;"CB";27;177,8;81,192968
"Patrick Peterson";7;"CB";31;185,42;89,811216
"Tye Smith";5;"CB";29;182,88;86,18248
"Chandon Sullivan";39;"CB";25;180,34;85,728888
"Mike Brown";NA;"S";23;185,42;100,697424
"Camryn Bynum";43;"S";23;182,88;90,7184
"Lewis Cine";NA;"S";22;185,42;90,7184
"Myles Dorn";46;"S";23;187,96;95,25432
"Josh Metellus";44;"S";24;180,34;93,893544
"Harrison Smith";22;"S";33;187,96;95,707912
"Gabe Brkic";47;"PK";NA;190,5;91,171992
"Greg Joseph";1;"PK";27;182,88;93,439952
"Jordan Berry";3;"P";31;195,58;88,45044
"Ryan Wright";NA;"P";NA;190,5;111,13004
"Andrew DePaola";42;"LS";34;185,42;103,872568
"Feleipe Franks";15;"QB";24;198,12;106,140528
"Marcus Mariota";1;"QB";28;193,04;100,697424
"Desmond Ridder";4;"QB";22;190,5;93,893544
"Tyler Allgeier";25;"RB";NA;180,34;99,79024
"Caleb Huntley";42;"RB";23;177,8;103,872568
"Jeremy McNichols";28;"RB";26;175,26;92,98636
"Qadree Ollison";30;"RB";25;185,42;105,233344
"Cordarrelle Patterson";84;"RB";31;187,96;99,79024
"Damien Williams";6;"RB";30;180,34;100,243832
"Keith Smith";40;"FB";30;182,88;108,86208
"Geronimo Allison";83;"WR";28;190,5;91,625584
"Cameron Batson";NA;"WR";26;172,72;79,3786
"Jared Bernhardt";13;"WR";NA;185,42;88,45044
"Stanley Berryhill III";16;"WR";NA;175,26;82,553744
"Damiere Byrd";87;"WR";29;175,26;79,3786
"Frank Darby";88;"WR";24;185,42;90,7184
"Bryan Edwards";89;"WR";23;190,5;97,52228
"KhaDarel Hodge";12;"WR";27;180,34;83,007336
"Tyshaun James";84;"WR";NA;187,96;97,068688
"Drake London";5;"WR";20;193,04;96,615096
"Calvin Ridley";18;"WR";27;185,42;86,18248
"Auden Tate";19;"WR";25;195,58;103,418976
"Austin Trammell";82;"WR";23;177,8;83,91452
"Olamide Zaccheaus";17;"WR";24;172,72;87,543256
"Anthony Firkser";86;"TE";27;187,96;109,315672
"Tucker Fisk";43;"TE";NA;193,04;129,27372
"John FitzPatrick";87;"TE";NA;200,66;113,398
"Parker Hesse";46;"TE";27;190,5;118,387512
"Brayden Lenius";81;"TE";25;195,58;99,79024
"Kyle Pitts";8;"TE";21;198,12;111,583632
"John Raine";41;"TE";24;185,42;104,32616
"Drew Dalman";67;"C";23;190,5;136,0776
"Matt Hennessy";61;"C";24;190,5;139,252744
"Colby Gossett";66;"G";26;195,58;141,067112
"Germain Ifedi";74;"G";28;195,58;147,4174
"Chris Lindstrom";63;"G";25;190,5;139,252744
"Jalen Mayfield";77;"G";22;195,58;145,14944
"Ryan Neuzil";64;"G";24;190,5;136,531192
"Justin Shaffer";75;"G";NA;193,04;149,68536
"Rick Leonard";71;"OT";25;200,66;141,067112
"Jake Matthews";70;"OT";30;195,58;140,159928
"Kaleb McGary";76;"OT";27;198,12;138,799152
"Tyler Vrabel";73;"OT";NA;198,12;142,88148
"Leroy Watson";72;"OT";NA;195,58;122,46984
"Elijah Wilkinson";79;"OT";27;193,04;149,231768
"Arnold Ebiketie";47;"DE";23;190,5;116,119552
"Grady Jarrett";97;"DE";29;182,88;138,34556
"Nick Thurman";91;"DE";26;193,04;138,34556
"Rashaad Coward";65;"DT";27;195,58;145,14944
"Marlon Davidson";90;"DT";24;190,5;137,438376
"Ta'Quon Graham";95;"DT";23;193,04;133,356048
"Timmy Horne";93;"DT";NA;193,04;146,510216
"Bryce Rodgers";98;"DT";NA;187,96;140,159928
"Anthony Rush";94;"DT";25;195,58;158,7572
"Derrick Tangelo";99;"DT";NA;185,42;134,263232
"Vincent Taylor";96;"DT";28;187,96;134,263232
"Troy Andersen";44;"LB";23;193,04;106,59412
"Quinton Bell";56;"LB";26;193,04;114,758776
"Jordan Brailford";49;"LB";26;190,5;114,305184
"Lorenzo Carter";9;"LB";26;195,58;114,305184
"Kuony Deng";52;"LB";NA;198,12;108,86208
"Dorian Etheridge";48;"LB";23;190,5;104,32616
"Rashaan Evans";54;"LB";26;187,96;105,233344
"Deion Jones";45;"LB";27;185,42;102,965384
"Nick Kwiatkoski";53;"LB";29;187,96;109,769264
"Nate Landman";55;"LB";NA;190,5;106,59412
"DeAngelo Malone";51;"LB";22;193,04;108,86208
"Adetokunbo Ogundeji";92;"LB";23;193,04;121,562656
"Rashad Smith";59;"LB";25;185,42;99,79024
"Mykal Walker";3;"LB";24;190,5;104,32616
"Dee Alford";37;"CB";24;180,34;79,3786
"Cornell Armstrong";25;"CB";26;180,34;83,91452
"Corey Ballentine";39;"CB";26;182,88;86,636072
"Mike Ford";43;"CB";26;182,88;87,996848
"Darren Hall";34;"CB";22;182,88;86,18248
"Matt Hankins";43;"CB";NA;185,42;83,91452
"Casey Hayward Jr";29;"CB";32;180,34;87,089664
"Isaiah Oliver";26;"CB";25;182,88;95,25432
"Lafayette Pitts";38;"CB";29;177,8;88,904032
"Teez Tabor";20;"CB";26;182,88;91,171992
"A.J. Terrell";24;"CB";23;185,42;88,45044
"Avery Williams";35;"CB";23;175,26;88,45044
"Richie Grant";27;"S";24;182,88;90,7184
"Erik Harris";23;"S";32;187,96;102,0582
"Brad Hawkins";36;"S";NA;185,42;100,243832
"Jaylinn Hawkins";32;"S";24;185,42;94,347136
"Dean Marlowe";21;"S";29;185,42;92,98636
"Tre Webb";40;"S";NA;182,88;91,625584
"Younghoe Koo";7;"PK";27;175,26;83,91452
"Dom Maggio";36;"P";24;185,42;87,089664
"Seth Vernon";37;"P";NA;195,58;104,32616
"Beau Brinkley";44;"LS";32;193,04;107,501304
"Liam McCullough";48;"LS";24;187,96;107,501304
"Davis Cheek";4;"QB";NA;190,5;97,52228
"Matt Corral";9;"QB";23;187,96;92,98636
"Sam Darnold";14;"QB";24;190,5;102,0582
"P.J. Walker";6;"QB";27;180,34;95,25432
"Darius Bradwell";32;"RB";25;182,88;106,59412
"Spencer Brown";41;"RB";23;182,88;99,79024
"D'Onta Foreman";33;"RB";26;182,88;106,59412
"Chuba Hubbard";30;"RB";22;185,42;95,25432
"John Lovett";37;"RB";NA;182,88;95,25432
"Christian McCaffrey";22;"RB";25;180,34;92,98636
"Giovanni Ricci";45;"FB";25;190,5;108,86208
"Robbie Anderson";3;"WR";29;190,5;86,18248
"Ra'Shaun Henry";10;"WR";NA;190,5;86,18248
"Rashard Higgins";17;"WR";27;185,42;89,811216
"Talolo Limu-Jones";13;"WR";NA;193,04;99,79024
"Terrace Marshall Jr";88;"WR";21;187,96;90,7184
"DJ Moore";2;"WR";25;182,88;95,25432
"Andrew Parchment";15;"WR";NA;187,96;86,18248
"Charleston Rambo";85;"WR";NA;185,42;83,91452
"Andre Roberts";18;"WR";34;180,34;88,45044
"C.J. Saunders";15;"WR";25;177,8;86,18248
"Shi Smith";12;"WR";23;177,8;86,18248
"Derek Wright";NA;"WR";NA;185,42;88,45044
"Brandon Zylstra";16;"WR";29;187,96;97,52228
"Josh Babicz";87;"TE";NA;198,12;108,86208
"Jared Scott";43;"TE";NA;198,12;108,86208
"Stephen Sullivan";84;"TE";25;195,58;111,13004
"Ian Thomas";80;"TE";25;193,04;117,93392
"Colin Thompson";86;"TE";28;193,04;115,66596
"Tommy Tremble";82;"TE";21;193,04;113,398
"Bradley Bozeman";56;"C";27;195,58;147,4174
"Sam Tecklenburg";68;"C";25;193,04;140,61352
"Deonte Brown";77;"G";24;193,04;151,95332
"Austin Corbett";63;"G";26;193,04;138,34556
"Dennis Daley";65;"G";25;198,12;147,4174
"Pat Elflein";60;"G";27;190,5;138,34556
"Mike Horton";66;"G";25;193,04;147,4174
"Michael Jordan";73;"G";24;198,12;142,88148
"Cade Mays";64;"G";23;198,12;147,4174
"Brady Christensen";70;"OT";25;198,12;136,0776
"Ikem Ekwonu";79;"OT";21;193,04;145,14944
"Cameron Erving";75;"OT";29;195,58;142,88148
"Wyatt Miller";67;"OT";26;195,58;136,0776
"Taylor Moton";72;"OT";27;195,58;147,4174
"Austen Pleasants";74;"OT";24;200,66;149,68536
"Amare Barno";46;"DE";NA;198,12;111,13004
"Brian Burns";53;"DE";24;195,58;113,398
"Yetur Gross-Matos";97;"DE";24;195,58;120,20188
"Marquis Haynes Sr";98;"DE";28;187,96;106,59412
"Frank Herron";69;"DE";27;195,58;124,7378
"Darryl Johnson";92;"DE";25;198,12;113,398
"Drew Jordan";NA;"DE";NA;190,5;115,66596
"Austin Larkin";96;"DE";27;190,5;120,20188
"Arron Mosby";90;"DE";NA;187,96;111,13004
"Derrick Brown";95;"DT";24;195,58;145,14944
"Phil Hoskins";71;"DT";25;195,58;127,00576
"Matt Ioannidis";99;"DT";28;190,5;138,34556
"Marquan McCall";78;"DT";NA;190,5;156,48924
"Daviyon Nixon";54;"DT";23;190,5;138,34556
"Bravvion Roy";93;"DT";24;185,42;149,68536
"Jacob Tuioti-Mariner";48;"DT";25;187,96;117,93392
"Isaiah Graham-Mobley";52;"LB";NA;185,42;104,32616
"Cory Littleton";55;"LB";28;190,5;102,0582
"Frankie Luvu";49;"LB";25;190,5;106,59412
"Kamal Martin";47;"LB";23;190,5;108,86208
"Brandon Smith";40;"LB";21;190,5;108,86208
"Julian Stanford";50;"LB";31;185,42;104,32616
"Shaq Thompson";7;"LB";28;182,88;104,32616
"Khalan Tolson";94;"LB";NA;182,88;106,59412
"Damien Wilson";NA;"LB";29;185,42;111,13004
"Kalon Barnes";35;"CB";NA;182,88;83,91452
"Madre Harper";36;"CB";24;185,42;88,45044
"Myles Hartsfield";38;"CB";24;180,34;95,25432
"CJ Henderson";24;"CB";23;185,42;92,98636
"Jaycee Horn";8;"CB";22;185,42;90,7184
"Donte Jackson";26;"CB";26;177,8;81,64656
"Rashaan Melvin";29;"CB";32;187,96;88,45044
"Keith Taylor Jr";28;"CB";23;190,5;88,45044
"Stantley Thomas-Oliver III";23;"CB";23;182,88;86,18248
"Chris Westry";NA;"CB";30;193,04;95,25432
"Juston Burris";31;"S";28;182,88;95,25432
"Sean Chandler";34;"S";26;177,8;90,7184
"Jeremy Chinn";21;"S";24;190,5;99,79024
"Sam Franklin Jr";42;"S";26;190,5;95,25432
"Kenny Robinson";27;"S";23;187,96;90,7184
"Xavier Woods";23;"S";26;180,34;90,7184
"Zane Gonzalez";5;"PK";27;182,88;90,7184
"Johnny Hekker";6;"P";32;195,58;102,0582
"Thomas Fletcher";46;"LS";23;185,42;106,59412
"J.J. Jansen";44;"LS";36;187,96;106,59412
"Ian Book";16;"QB";24;182,88;93,439952
"Andy Dalton";14;"QB";34;187,96;99,336648
"Jameis Winston";2;"QB";28;193,04;104,779752
"Mark Ingram II";14;"RB";32;175,26;97,52228
"Tony Jones Jr";34;"RB";24;180,34;101,604608
"Alvin Kamara";41;"RB";26;177,8;97,52228
"Abram Smith";NA;"RB";NA;180,34;100,243832
"Dwayne Washington";24;"RB";28;185,42;101,151016
"Adam Prentice";46;"FB";25;182,88;111,13004
"Kawaan Baker";80;"WR";23;185,42;97,52228
"Marquez Callaway";1;"WR";24;187,96;92,532768
"Dai'Jean Dixon";NA;"WR";NA;193,04;90,7184
"Deonte Harty";11;"WR";24;167,64;77,11064
"Lil'Jordan Humphrey";84;"WR";24;193,04;102,0582
"Jarvis Landry";NA;"WR";29;180,34;88,904032
"Kirk Merritt";83;"WR";25;185,42;97,068688
"Chris Olave";NA;"WR";21;185,42;85,728888
"Rashid Shaheed";NA;"WR";NA;182,88;81,64656
"Tre'Quan Smith";10;"WR";26;187,96;95,25432
"Michael Thomas";13;"WR";29;190,5;96,161504
"Kevin White";17;"WR";28;190,5;97,975872
"Easop Winston Jr";18;"WR";25;182,88;87,089664
"Taysom Hill";7;"TE";31;187,96;100,243832
"J.P. Holtz";88;"TE";28;190,5;111,583632
"Juwan Johnson";83;"TE";25;193,04;104,779752
"Lucas Krull";NA;"TE";NA;198,12;117,93392
"Dylan Soehner";89;"TE";24;198,12;122,46984
"Adam Trautman";82;"TE";25;195,58;114,758776
"Nick Vannett";81;"TE";29;198,12;118,387512
"Kahale Warring";NA;"TE";25;195,58;114,305184
"Josh Andrews";68;"C";30;187,96;141,067112
"Erik McCoy";78;"C";24;193,04;137,438376
"Cesar Ruiz";51;"C";22;193,04;143,335072
"Lewis Kidd";NA;"G";NA;198,12;141,067112
"Forrest Lamp";66;"G";28;193,04;140,61352
"Derek Schweiger";NA;"G";23;190,5;147,4174
"Sage Doxtater";NA;"OT";NA;200,66;158,7572
"Ethan Greenidge";73;"OT";24;193,04;151,95332
"Jerald Hawkins";63;"OT";28;198,12;138,34556
"James Hurst";74;"OT";30;195,58;140,61352
"Andrus Peat";75;"OT";28;200,66;143,335072
"Trevor Penning";NA;"OT";23;200,66;145,603032
"Ryan Ramczyk";71;"OT";28;198,12;142,427888
"Calvin Throckmorton";76;"OT";25;195,58;140,159928
"Landon Young";67;"OT";24;200,66;145,603032
"Taco Charlton";54;"DE";27;198,12;122,46984
"Marcus Davenport";92;"DE";25;198,12;120,20188
"Carl Granderson";96;"DE";25;195,58;118,387512
"Cameron Jordan";94;"DE";32;193,04;130,180904
"Tanoh Kpassagnon";90;"DE";27;200,66;131,088088
"Malcolm Roach";97;"DE";23;190,5;131,54168
"Kentavius Street";95;"DE";26;187,96;130,180904
"Payton Turner";98;"DE";23;198,12;122,46984
"Josh Black";85;"DT";NA;190,5;131,54168
"Albert Huggins";95;"DT";24;190,5;138,34556
"Jordan Jackson";NA;"DT";NA;195,58;129,27372
"Jaleel Johnson";NA;"DT";27;190,5;143,335072
"David Onyemata";93;"DT";29;193,04;136,0776
"Shy Tuttle";99;"DT";26;190,5;136,0776
"Zack Baun";53;"LB";25;190,5;102,0582
"Demario Davis";56;"LB";33;187,96;112,490816
"Andrew Dowell";50;"LB";25;185,42;102,0582
"Kaden Elliss";55;"LB";26;190,5;107,954896
"Sharif Finch";59;"LB";26;193,04;113,398
"D'Marco Jackson";NA;"LB";23;185,42;104,32616
"Isaiah Pryor";NA;"LB";NA;185,42;98,429464
"Nephi Sewell";NA;"LB";NA;182,88;103,418976
"Pete Werner";20;"LB";22;190,5;109,769264
"Paulson Adebo";29;"CB";22;185,42;87,089664
"DaMarcus Fields";NA;"CB";NA;182,88;90,7184
"Vincent Gray";NA;"CB";NA;187,96;87,089664
"Marshon Lattimore";23;"CB";26;182,88;87,089664
"Dylan Mabin";37;"CB";24;185,42;88,904032
"Jordan Miller";36;"CB";25;187,96;86,18248
"Bradley Roby";21;"CB";30;180,34;87,996848
"Bryce Thompson";32;"CB";22;180,34;86,18248
"P.J. Williams";26;"CB";29;182,88;88,904032
"Justin Evans";30;"S";26;182,88;90,264808
"C.J. Gardner-Johnson";22;"S";24;180,34;95,25432
"J.T. Gray";48;"S";26;182,88;91,625584
"Tyrann Mathieu";NA;"S";30;175,26;86,18248
"Marcus Maye";20;"S";29;182,88;93,893544
"Smoke Monday";NA;"S";NA;190,5;90,264808
"Daniel Sorensen";NA;"S";32;187,96;90,7184
"Alontae Taylor";NA;"S";23;182,88;87,543256
"Wil Lutz";3;"PK";27;180,34;83,460928
"John Parker Romo";NA;"PK";NA;180,34;79,3786
"Blake Gillikin";4;"P";24;187,96;88,904032
"Daniel Whelan";NA;"P";NA;198,12;97,52228
"Zach Wood";49;"LS";29;190,5;115,66596
"Tom Brady";12;"QB";44;193,04;102,0582
"Blaine Gabbert";11;"QB";32;195,58;106,59412
"Ryan Griffin";4;"QB";32;193,04;98,883056
"Kyle Trask";2;"QB";24;195,58;107,047712
"Kenjon Barner";38;"RB";33;175,26;88,45044
"Giovani Bernard";25;"RB";30;175,26;92,98636
"Leonard Fournette";7;"RB";27;182,88;103,418976
"Ke'Shawn Vaughn";21;"RB";25;177,8;97,068688
"Rachaad White";NA;"RB";23;187,96;95,25432
"John Brown";89;"WR";32;177,8;81,192968
"Jaelon Darden";1;"WR";23;172,72;78,925008
"Mike Evans";13;"WR";28;195,58;104,779752
"Russell Gage";NA;"WR";26;182,88;83,460928
"Kaylon Geiger";NA;"WR";NA;177,8;81,64656
"Chris Godwin";14;"WR";26;185,42;94,347136
"Cyril Grayson";15;"WR";28;175,26;83,007336
"John Hurst";6;"WR";25;187,96;86,18248
"Tyler Johnson";18;"WR";23;185,42;93,439952
"Scotty Miller";10;"WR";24;175,26;78,925008
"Breshad Perriman";16;"WR";28;187,96;97,52228
"Vyncint Smith";NA;"WR";25;190,5;91,625584
"Jerreth Sterns";NA;"WR";NA;175,26;88,45044
"Deven Thompkins";NA;"WR";NA;172,72;70,30676
"Ben Beise";NA;"TE";NA;NA;NA
"Cameron Brate";84;"TE";30;195,58;111,13004
"Darren Fells";88;"TE";36;200,66;127,459352
"Ko Kieft";NA;"TE";NA;195,58;120,20188
"Codey McElroy";86;"TE";29;198,12;117,026736
"Cade Otton";NA;"TE";23;195,58;112,037224
"Ryan Jensen";66;"C";31;193,04;144,695848
"Keegan Cryder";NA;"G";NA;193,04;140,159928
"Sadarius Hutcherson";61;"G";24;190,5;145,603032
"Nick Leverett";60;"G";25;193,04;140,61352
"Shaq Mason";NA;"G";28;185,42;140,61352
"John Molchon";75;"G";25;195,58;140,159928
"Aaron Stinnie";64;"G";28;190,5;141,520704
"Curtis Blackwell";NA;"OT";NA;195,58;142,88148
"Dylan Cook";NA;"OT";NA;198,12;138,799152
"Luke Goedeke";NA;"OT";23;195,58;140,61352
"Robert Hainsey";70;"OT";23;193,04;138,799152
"Jonathan Hubbard";68;"OT";24;193,04;141,974296
"Fred Johnson";74;"OT";24;200,66;147,870992
"Donovan Smith";76;"OT";28;198,12;153,314096
"Brandon Walton";73;"OT";24;195,58;136,0776
"Josh Wells";72;"OT";31;198,12;138,799152
"Tristan Wirfs";78;"OT";23;195,58;145,14944
"William Gholston";92;"DE";30;198,12;127,459352
"Logan Hall";NA;"DE";22;198,12;124,7378
"Patrick O'Connor";79;"DE";28;193,04;122,46984
"Joe Ozougwu";NA;"DE";NA;187,96;107,047712
"Benning Potoa'e";91;"DE";25;190,5;131,54168
"Akiem Hicks";NA;"DT";32;193,04;151,95332
"Rakeem Nunez-Roches";56;"DT";28;187,96;139,252744
"Willington Previlon";94;"DT";25;195,58;130,180904
"Deadrin Senat";NA;"DT";27;185,42;138,34556
"Vita Vea";50;"DT";27;193,04;157,396424
"Andre Anthony";NA;"LB";25;193,04;113,851592
"Shaquil Barrett";58;"LB";29;187,96;113,398
"K.J. Britt";52;"LB";22;182,88;106,59412
"Lavonte David";54;"LB";32;185,42;105,686936
"Olakunle Fatukasi";NA;"LB";NA;187,96;108,86208
"Cam Gill";49;"LB";24;190,5;108,86208
"Anthony Nelson";98;"LB";25;200,66;122,923432
"Elijah Ponder";44;"LB";24;190,5;124,7378
"JJ Russell";NA;"LB";NA;185,42;102,0582
"Grant Stuard";48;"LB";23;180,34;104,32616
"Joe Tryon-Shoyinka";9;"LB";23;195,58;117,480328
"Devin White";45;"LB";24;182,88;107,501304
"Jordan Young";NA;"LB";NA;190,5;104,32616
"Ross Cockrell";43;"CB";30;182,88;86,636072
"Carlton Davis";24;"CB";25;185,42;93,439952
"Jamel Dean";35;"CB";25;185,42;93,439952
"Dee Delaney";30;"CB";27;180,34;90,7184
"Don Gardner";NA;"CB";NA;185,42;81,64656
"Zyon McCollum";NA;"CB";NA;193,04;88,45044
"Kyler McMichael";NA;"CB";NA;182,88;95,25432
"Sean Murphy-Bunting";23;"CB";24;182,88;88,45044
"Rashard Robinson";28;"CB";26;185,42;80,285784
"Logan Ryan";23;"CB";31;180,34;88,45044
"Chris Cooper";39;"S";28;177,8;91,625584
"Mike Edwards";32;"S";26;177,8;92,98636
"Keanu Neal";NA;"S";26;182,88;95,707912
"Nolan Turner";NA;"S";NA;185,42;92,98636
"Troy Warner";38;"S";24;185,42;90,7184
"Antoine Winfield Jr";31;"S";23;175,26;92,079176
"Jose Borregales";19;"PK";24;177,8;93,439952
"Ryan Succop";3;"PK";35;187,96;98,883056
"Jake Camarda";NA;"P";NA;187,96;81,64656
"Sterling Hofrichter";19;"P";25;177,8;88,904032
"Bradley Pinion";8;"P";28;195,58;103,872568
"Zach Triner";97;"LS";31;190,5;111,13004
"Jarrett Guarantano";16;"QB";NA;190,5;99,336648
"Colt McCoy";12;"QB";35;185,42;96,161504
"Trace McSorley";19;"QB";26;182,88;91,625584
"Kyler Murray";1;"QB";24;177,8;93,893544
"Eno Benjamin";26;"RB";23;175,26;93,893544
"James Conner";6;"RB";27;185,42;105,686936
"Keaontay Ingram";30;"RB";NA;182,88;97,52228
"TJ Pledger";21;"RB";NA;175,26;88,904032
"Ronnie Rivers";37;"RB";NA;175,26;88,45044
"Jonathan Ward";29;"RB";24;182,88;91,625584
"Darrel Williams";NA;"RB";27;180,34;99,336648
"Andre Baccellia";82;"WR";25;177,8;79,3786
"Christian Blake";39;"WR";25;185,42;82,553744
"Marquise Brown";2;"WR";24;175,26;77,11064
"Greg Dortch";83;"WR";24;170,18;79,3786
"A.J. Green";18;"WR";33;193,04;93,893544
"DeAndre Hopkins";10;"WR";29;185,42;96,161504
"Andy Isabella";17;"WR";25;175,26;85,275296
"Jontre Kirklin";31;"WR";NA;182,88;83,460928
"Rondale Moore";4;"WR";21;170,18;81,64656
"JaVonta Payton";32;"WR";NA;182,88;79,3786
"Jared Smart";38;"WR";NA;180,34;85,728888
"Antoine Wesley";13;"WR";24;193,04;93,439952
"Stephen Anderson";82;"TE";29;187,96;104,32616
"Alex Ellis";36;"TE";29;193,04;108,86208
"Zach Ertz";86;"TE";31;195,58;113,398
"Trey McBride";85;"TE";22;190,5;112,944408
"Chris Pierce Jr";49;"TE";NA;190,5;104,32616
"Bernhard Seikovits";80;"TE";24;195,58;118,841104
"David Wells";84;"TE";27;198,12;117,93392
"Maxx Williams";87;"TE";28;193,04;114,305184
"Deon Yelder";81;"TE";27;193,04;115,66596
"Rodney Hudson";61;"C";32;187,96;142,88148
"Sean Harlow";64;"G";27;193,04;128,820128
"Marquis Hayes";78;"G";NA;195,58;146,963808
"Will Hernandez";76;"G";26;187,96;151,95332
"Danny Isidora";63;"G";27;190,5;138,799152
"Greg Long";65;"G";NA;193,04;137,891968
"Koda Martin";60;"G";26;200,66;136,0776
"Justin Pugh";67;"G";31;195,58;141,067112
"Lecitus Smith";54;"G";NA;190,5;145,14944
"Kelvin Beachum";68;"OT";32;190,5;139,706336
